prices,address,no_beds,baths,sqft
159900.0," 4642 N Albany Ave APT 3E, Chicago, IL 60625 ",4.0,2.0,1908.0
159900.0," 7826 S Indiana Ave, Chicago, IL 60619 ",4.0,3.0,
284900.0," 1221 N Dearborn St PENTHOUSE P9N, Chicago, IL 60610 ",2.0,2.0,1500.0
389000.0," 2124 N Hudson Ave APT 402, Chicago, IL 60614 ",3.0,3.0,1248.0
17500.0," 2954 E 80th Pl, Chicago, IL 60617 ",3.0,3.0,2100.0
160000.0," 836 W Lakeside Pl #G, Chicago, IL 60640 ",2.0,2.0,
179900.0," 6420 S Marshfield Ave, Chicago, IL 60636 ",3.0,2.0,1040.0
260000.0," 3524 W 85th St, Chicago, IL 60652 ",4.0,3.0,3445.0
399000.0," 415 W Aldine Ave APT 5B, Chicago, IL 60657 ",3.0,3.0,
269000.0," 500 S Clinton St APT 442, Chicago, IL 60607 ",3.0,2.0,2300.0
3975000.0," 1622 N Wolcott Ave, Chicago, IL 60622 ",3.0,2.0,1335.0
665000.0," 4448 N Mozart St, Chicago, IL 60625 ",3.0,2.0,2277.0
149000.0," 3950 N Lake Shore Dr APT 1027, Chicago, IL 60613 ",2.0,2.0,1196.0
240000.0," 1415 N Dearborn St APT 8A, Chicago, IL 60610 ",2.0,2.0,1200.0
123500.0," 3200 N Lake Shore Dr APT 409, Chicago, IL 60657 ",2.0,2.0,
139950.0," 2020 N Lincoln Park W APT 2L, Chicago, IL 60614 ",3.0,3.0,1300.0
7500000.0," 1246 N Astor St, Chicago, IL 60610 ",1.0,,
8500000.0," 21 E Huron St APT 4501, Chicago, IL 60611 ",9.0,8.0,
599000.0," 3646 S Emerald Ave, Chicago, IL 60609 ",2.0,2.0,1438.0
435000.0," 2729 N Sheffield Ave APT 3S, Chicago, IL 60614 ",3.0,2.0,1241.0
698500.0," 3817 N Central Park Ave, Chicago, IL 60618 ",4.0,3.0,2365.0
300000.0," 5000 S East End Ave APT 10A, Chicago, IL 60615 ",3.0,1.0,1040.0
465000.0," 5836 S Natoma Ave, Chicago, IL 60638 ",4.0,1.0,1296.0
240000.0," 3900 N Lake Shore Dr APT 3A, Chicago, IL 60613 ",3.0,1.0,1000.0
121999.0," 11640 S Racine Ave, Chicago, IL 60643 ",2.0,2.0,1000.0
215000.0," 2300 W Granville Ave #3, Chicago, IL 60659 ",5.0,2.0,2472.0
179000.0," 1327 W Lunt Ave APT 2B, Chicago, IL 60626 ",1.0,,
170000.0," 9047 S Marshfield Ave, Chicago, IL 60620 ",4.0,4.0,1655.0
127900.0," 128 W 127th St, Chicago, IL 60628 ",8.0,3.0,
499000.0," 3636 W Dickens Ave, Chicago, IL 60647 ",2.0,1.0,
329000.0," 6357 S Oak Park Ave, Chicago, IL 60638 ",3.0,2.0,1135.0
390000.0," 1040 W Adams St UNIT 122, Chicago, IL 60607 ",3.0,4.0,2563.0
299900.0," 7622 S Saint Lawrence Ave, Chicago, IL 60619 ",1.0,,
650000.0," 4912 S Michigan Ave, Chicago, IL 60615 ",6.0,5.0,3700.0
107000.0," 3847 W 47th St APT 1F, Chicago, IL 60632 ",3.0,4.0,2500.0
1524000.0," 1654 W Carmen Ave, Chicago, IL 60640 ",1.0,,
39900.0," 6945 S Hermitage Ave, Chicago, IL 60636 ",,,
155000.0," 2458 W Estes Ave #3, Chicago, IL 60645 ",2.0,2.0,1450.0
165000.0," 2833 S Quinn St, Chicago, IL 60608 ",2.0,2.0,
110000.0," 6345 S Greenwood Ave APT 3, Chicago, IL 60637 ",2.0,2.0,1000.0
8000000.0," 159 E Walton St #33A, Chicago, IL 60611 ",4.0,2.0,1908.0
34900.0," 4280 W Ford City Dr #302, Chicago, IL 60652 ",4.0,3.0,
725000.0," 448 N Carpenter St #D, Chicago, IL 60642 ",2.0,2.0,1500.0
150000.0," 1049 S Mayfield Ave, Chicago, IL 60644 ",3.0,3.0,1248.0
226900.0," 1713 W North Ave UNIT 1R, Chicago, IL 60622 ",3.0,3.0,2100.0
305000.0," 3427 W Beach Ave, Chicago, IL 60651 ",2.0,2.0,
30000.0," 605 N Laramie Ave, Chicago, IL 60644 ",3.0,2.0,1040.0
2500000.0," 65 E Bellevue Pl, Chicago, IL 60611 ",4.0,3.0,3445.0
350000.0," 1621 S Halsted St APT 602, Chicago, IL 60608 ",3.0,3.0,
275000.0," 444 W Fullerton Pkwy APT 1203, Chicago, IL 60614 ",3.0,2.0,2300.0
34900.0," 10634 S State St, Chicago, IL 60628 ",3.0,2.0,1335.0
299900.0," 4300 W Cullerton St, Chicago, IL 60623 ",3.0,2.0,2277.0
559900.0," 17 N Loomis St APT 3C, Chicago, IL 60607 ",2.0,2.0,1196.0
6550000.0," 451 E Grand Ave #5909, Chicago, IL 60611 ",2.0,2.0,1200.0
500000.0," 2919 N Pine Grove Ave APT 3, Chicago, IL 60657 ",2.0,2.0,
265000.0," 5335 S Harper Ave #3, Chicago, IL 60615 ",3.0,3.0,1300.0
143000.0," 11600 S Racine Ave, Chicago, IL 60643 ",1.0,,
275000.0," 1224 W Van Buren St APT 210, Chicago, IL 60607 ",9.0,8.0,
650000.0," 2233 W Lyndale St #B, Chicago, IL 60647 ",2.0,2.0,1438.0
150000.0," 3831 W Arthington St, Chicago, IL 60624 ",3.0,2.0,1241.0
249900.0," 5 N Wabash Ave APT 1604, Chicago, IL 60602 ",4.0,3.0,2365.0
345000.0," 5000 S East End Ave APT 17C, Chicago, IL 60615 ",3.0,1.0,1040.0
370000.0," 330 W Diversey Pkwy APT 502, Chicago, IL 60657 ",4.0,1.0,1296.0
325000.0," 33 E Cedar St UNIT 19AB, Chicago, IL 60611 ",3.0,1.0,1000.0
299500.0," 1209 N State Pkwy APT 6, Chicago, IL 60610 ",2.0,2.0,1000.0
20000.0," 4850 S Lake Park Ave #2307B, Chicago, IL 60615 ",5.0,2.0,2472.0
295000.0," 3233 W 66th St, Chicago, IL 60629 ",1.0,,
4350000.0," 1928 N Cleveland Ave, Chicago, IL 60614 ",4.0,4.0,1655.0
219000.0," 7537 N Ridge Blvd UNIT 7, Chicago, IL 60645 ",8.0,3.0,
199000.0," 811 W Eastwood Ave APT 505, Chicago, IL 60640 ",2.0,1.0,
649900.0," 1513 N Clybourn Ave #E, Chicago, IL 60610 ",3.0,2.0,1135.0
769000.0," 450 W Oak St, Chicago, IL 60610 ",3.0,4.0,2563.0
399999.0," 701 S Wells St APT 2601, Chicago, IL 60607 ",1.0,,
250000.0," 7730 N Eastlake Ter APT 1, Chicago, IL 60626 ",6.0,5.0,3700.0
199900.0," 4043 S Drexel Blvd APT 202, Chicago, IL 60653 ",3.0,4.0,2500.0
242000.0," 3845 W Altgeld St APT 3, Chicago, IL 60647 ",1.0,,
39000.0," 6019 S Hermitage Ave, Chicago, IL 60636 ",,,
78800.0," 5202 W Schubert Ave #3, Chicago, IL 60639 ",2.0,2.0,1450.0
359900.0," 1720 N Mozart St, Chicago, IL 60647 ",2.0,2.0,
99900.0," 10344 S Springfield Ave, Chicago, IL 60655 ",2.0,2.0,1000.0
115000.0," 7839 S Spaulding Ave, Chicago, IL 60652 ",4.0,2.0,1908.0
450000.0," 400 E Randolph St APT 2829, Chicago, IL 60601 ",4.0,3.0,
475000.0," 1201 W Adams St APT 805, Chicago, IL 60607 ",2.0,2.0,1500.0
259000.0," 208 W Washington St APT 1113, Chicago, IL 60606 ",2.0,2.0,1150.0
4199999.0," 130 N Garland Ct APT 5702, Chicago, IL 60602 ",4.0,4.0,5250.0
434900.0," 5028 W Eddy St, Chicago, IL 60641 ",4.0,3.0,1714.0
660000.0," 645 W Wrightwood Ave #1A, Chicago, IL 60614 ",3.0,2.0,1900.0
249000.0," 5723 W Windsor Ave, Chicago, IL 60630 ",3.0,2.0,
339000.0," 5200 S Dorchester Ave APT 1, Chicago, IL 60615 ",3.0,2.0,1700.0
625000.0," 1510 W Cortez St #2E, Chicago, IL 60642 ",3.0,2.0,
116000.0," 1942 S Hamlin Ave, Chicago, IL 60623 ",3.0,2.0,1044.0
6200000.0," 451 E Grand Ave APT 6011, Chicago, IL 60611 ",3.0,4.0,4798.0
270000.0," 2450 N Seminary Ave #4A, Chicago, IL 60614 ",1.0,,
167500.0," 535 N Michigan Ave APT 605, Chicago, IL 60611 ",1.0,,
388000.0," 2021 W Armitage Ave #2, Chicago, IL 60647 ",2.0,2.0,1200.0
680000.0," 732 N Willard Ct, Chicago, IL 60642 ",3.0,3.0,2260.0
189900.0," 1756 N Kedzie Ave APT E, Chicago, IL 60647 ",4.0,3.0,2600.0
129000.0," 4219 N Lockwood Ave #4, Chicago, IL 60641 ",1.0,,
154000.0," 10354 S Walden Pkwy, Chicago, IL 60643 ",3.0,2.0,1418.0
255000.0," 1610 S Halsted St UNIT 406, Chicago, IL 60608 ",1.0,,
479000.0," 5934 W Fitch Ave, Chicago, IL 60646 ",3.0,2.0,1494.0
387000.0," 1354 N Ada St UNIT 3, Chicago, IL 60642 ",2.0,2.0,
157000.0," 5000 S Cornell Ave APT 15D, Chicago, IL 60615 ",2.0,2.0,1400.0
550000.0," 82 E Elm St APT 2, Chicago, IL 60611 ",2.0,2.0,1500.0
29000.0," 231 W 107th St, Chicago, IL 60628 ",3.0,1.0,1000.0
334900.0," 2555 W 109th Pl, Chicago, IL 60655 ",3.0,3.0,2186.0
379950.0," 1735 W Diversey Pkwy APT 308, Chicago, IL 60614 ",2.0,2.0,
1395000.0," 333 N Canal St APT 2501, Chicago, IL 60606 ",3.0,3.0,2855.0
1089000.0," 2037 W Cuyler Ave, Chicago, IL 60618 ",3.0,4.0,
290000.0," 1440 W Roscoe St #1, Chicago, IL 60657 ",2.0,2.0,
630000.0," 3340 N Sheffield Ave APT 4, Chicago, IL 60657 ",2.0,2.0,
649900.0," 1040 N Kingsbury St, Chicago, IL 60610 ",3.0,3.0,2100.0
719000.0," 3155 N Honore St, Chicago, IL 60657 ",3.0,3.0,2300.0
120000.0," 5318 W Bloomingdale Ave, Chicago, IL 60639 ",3.0,2.0,1150.0
245000.0," 546 E 46th St #2W, Chicago, IL 60653 ",4.0,2.0,1500.0
329900.0," 1719 N Melvina Ave, Chicago, IL 60639 ",5.0,2.0,2043.0
399000.0," 519 W Surf St #1, Chicago, IL 60657 ",3.0,2.0,1583.0
299900.0," 2419 S Springfield Ave, Chicago, IL 60623 ",7.0,3.0,
550000.0," 900 N Kingsbury St APT 701, Chicago, IL 60610 ",2.0,2.0,1550.0
500000.0," 400 W Ontario St APT 701, Chicago, IL 60654 ",2.0,2.0,1550.0
279900.0," 3926 W 104th St, Chicago, IL 60655 ",3.0,2.0,1740.0
339900.0," 6 E Monroe St APT 1603, Chicago, IL 60603 ",2.0,3.0,1600.0
185000.0," 3950 N Lake Shore Dr APT 228, Chicago, IL 60613 ",3.0,2.0,1350.0
209900.0," 2723 W 38th Pl, Chicago, IL 60632 ",3.0,2.0,874.0
6280000.0," 2902 N Burling St, Chicago, IL 60657 ",6.0,8.0,1050.0
7875000.0," 1449 N Astor St, Chicago, IL 60610 ",6.0,1.0,100.0
624900.0," 1351 S Indiana Pkwy, Chicago, IL 60605 ",3.0,3.0,2000.0
3995000.0," 1010 W George St, Chicago, IL 60657 ",5.0,6.0,8400.0
227500.0," 200 N Dearborn St UNIT 3805, Chicago, IL 60601 ",1.0,,
289000.0," 3350 N Oketo Ave, Chicago, IL 60634 ",3.0,2.0,1140.0
139500.0," 6157 N Sheridan Rd APT 16J, Chicago, IL 60660 ",1.0,,
169000.0," 1516 S Wabash Ave #308, Chicago, IL 60605 ",1.0,,
279000.0," 5217 N Elston Ave #3, Chicago, IL 60630 ",4.0,2.0,2000.0
10500000.0," 1336 N State Pkwy, Chicago, IL 60610 ",5.0,9.0,9000.0
104000.0," 5319 N Nagle Ave, Chicago, IL 60630 ",2.0,1.0,810.0
950000.0," 4122 N Kenneth Ave, Chicago, IL 60641 ",5.0,4.0,3410.0
142500.0," 3606 W Dickens Ave #2, Chicago, IL 60647 ",2.0,1.0,
178000.0," 8619 W Foster Ave UNIT 1A, Chicago, IL 60656 ",4.0,2.0,1100.0
324000.0," 222 N Columbus Dr APT 904, Chicago, IL 60601 ",2.0,2.0,1225.0
749900.0," 1033 N Riverwalk St, Chicago, IL 60610 ",3.0,3.0,2200.0
148000.0," 233 E Erie St APT 2003, Chicago, IL 60611 ",1.0,,
1050000.0," 2020 W Armitage Ave #3E, Chicago, IL 60647 ",3.0,3.0,
515000.0," 1519 W Fry St #3, Chicago, IL 60642 ",2.0,2.0,1405.0
179900.0," 8118 S Laflin St, Chicago, IL 60620 ",3.0,2.0,2400.0
349900.0," 1211 N Lasalle St APT 1502, Chicago, IL 60610 ",2.0,2.0,1180.0
775000.0," 1104 N Marshfield Ave #1, Chicago, IL 60622 ",3.0,3.0,2500.0
1250000.0," 552 W Arlington Pl, Chicago, IL 60614 ",3.0,4.0,4000.0
244000.0," 4851 N Wolcott Ave APT 2E, Chicago, IL 60640 ",2.0,1.0,
250000.0," 1720 S Michigan Ave APT 1411, Chicago, IL 60616 ",2.0,1.0,
39900.0," 6737 S Champlain Ave, Chicago, IL 60637 ",2.0,3.0,
300000.0," 6338 W Eddy St, Chicago, IL 60634 ",3.0,2.0,1842.0
335000.0," 900 N Lake Shore Dr APT 1602, Chicago, IL 60611 ",2.0,2.0,1200.0
260000.0," 10540 S Leavitt St, Chicago, IL 60643 ",2.0,1.0,1250.0
279000.0," 3912 N Harlem Ave, Chicago, IL 60634 ",4.0,2.0,1660.0
279900.0," 1211 N Honore St #B, Chicago, IL 60622 ",2.0,2.0,1300.0
249600.0," 21 W Goethe St APT 5F, Chicago, IL 60610 ",2.0,1.0,1000.0
210000.0," 7958 S Sangamon St, Chicago, IL 60620 ",3.0,3.0,1932.0
729000.0," 1120 N Lake Shore Dr #7B, Chicago, IL 60611 ",3.0,3.0,2200.0
225000.0," 124 W Polk St APT 605, Chicago, IL 60605 ",1.0,,
234500.0," 8346 S Muskegon Ave, Chicago, IL 60617 ",6.0,2.0,
414555.0," 1508 W Highland Ave, Chicago, IL 60660 ",3.0,1.0,1900.0
374900.0," 5038 S Drexel Blvd UNIT 3S, Chicago, IL 60615 ",4.0,3.0,2300.0
183000.0," 222 E Pearson St APT 805, Chicago, IL 60611 ",1.0,,
183000.0," 222 E Pearson St APT 805, Chicago, IL 60611 ",1.0,,
299900.0," 5142 S Wabash Ave #2, Chicago, IL 60615 ",3.0,2.0,1800.0
235000.0," 7753 S Cornell Ave, Chicago, IL 60649 ",4.0,3.0,
787000.0," 4733 N Winthrop Ave, Chicago, IL 60640 ",5.0,4.0,3700.0
225000.0," 4706 N Avers Ave, Chicago, IL 60625 ",5.0,,312.0
299995.0," 5135 W Potomac Ave, Chicago, IL 60651 ",3.0,2.0,
315000.0," 1534 W Jonquil Ter, Chicago, IL 60626 ",3.0,2.0,1400.0
259900.0," 7314 N Ridge Blvd UNIT 2A, Chicago, IL 60645 ",3.0,2.0,1660.0
549900.0," 5451 W Schubert Ave, Chicago, IL 60639 ",9.0,5.0,
155000.0," 4432 S Prairie Ave #1, Chicago, IL 60653 ",3.0,2.0,1400.0
599900.0," 1432 W Erie St APT 3R, Chicago, IL 60642 ",3.0,3.0,2030.0
499999.0," 3244 W Diversey Ave, Chicago, IL 60647 ",5.0,3.0,
279900.0," 8145 S Kildare Ave, Chicago, IL 60652 ",3.0,2.0,2025.0
269000.0," 6312 W Melrose St, Chicago, IL 60634 ",3.0,2.0,
74000.0," 2901 S Michigan Ave APT 1708, Chicago, IL 60616 ",,,
6750000.0," 2550 N Lakeview Ave UNIT S3802, Chicago, IL 60614 ",3.0,4.0,4250.0
309000.0," 7944 S Hermitage Ave, Chicago, IL 60620 ",8.0,3.0,
235000.0," 300 N State St APT 4707, Chicago, IL 60654 ",1.0,,
299000.0," 2400 N Lakeview Ave APT 1705, Chicago, IL 60614 ",2.0,2.0,1350.0
415000.0," 55 W Erie St APT 1W, Chicago, IL 60654 ",3.0,2.0,1700.0
599000.0," 3736 N Janssen Ave #C, Chicago, IL 60613 ",3.0,3.0,1750.0
80000.0," 947 E Hyde Park Blvd #G, Chicago, IL 60615 ",2.0,1.0,1000.0
89000.0," 2544 E 109th St, Chicago, IL 60617 ",5.0,3.0,1300.0
335000.0," 645 N Kingsbury St APT 2206, Chicago, IL 60654 ",2.0,2.0,
350000.0," 520 S State St APT 1102, Chicago, IL 60605 ",2.0,2.0,1290.0
300000.0," 5700 S Laflin St, Chicago, IL 60636 ",7.0,4.0,
300000.0," 1101 N Crosby St #A, Chicago, IL 60610 ",2.0,2.0,1111.0
499999.0," 4036 N Central Park Ave, Chicago, IL 60618 ",4.0,3.0,2000.0
429900.0," 7545 N Octavia Ave, Chicago, IL 60631 ",3.0,2.0,1775.0
589900.0," 450 N Sangamon St #3, Chicago, IL 60642 ",3.0,2.0,1600.0
139900.0," 233 E Erie St APT 2310, Chicago, IL 60611 ",1.0,,
7990000.0," 199 E Lake Shore Dr #10-11E, Chicago, IL 60611 ",4.0,7.0,9672.0
909000.0," 2046 N Bingham St, Chicago, IL 60647 ",4.0,5.0,3500.0
399900.0," 1040 W Adams St UNIT 221, Chicago, IL 60607 ",2.0,2.0,1200.0
324000.0," 3200 N Lake Shore Dr APT 902, Chicago, IL 60657 ",2.0,2.0,1250.0
155000.0," 1308 W 107th St, Chicago, IL 60643 ",3.0,3.0,1580.0
395000.0," 3200 N Lake Shore Dr APT 605, Chicago, IL 60657 ",3.0,2.0,1800.0
259900.0," 1 E 8th St APT 807, Chicago, IL 60605 ",2.0,2.0,900.0
269900.0," 8 W Monroe St APT 1703, Chicago, IL 60603 ",2.0,2.0,1004.0
649000.0," 2734 W Washington Blvd, Chicago, IL 60612 ",3.0,3.0,2700.0
399000.0," 4950 S Chicago Beach Dr UNIT 3A, Chicago, IL 60615 ",4.0,4.0,4000.0
419000.0," 1777 W Altgeld St APT C, Chicago, IL 60614 ",2.0,2.0,
2499000.0," 1615 W North Ave, Chicago, IL 60622 ",5.0,6.0,1060.0
254900.0," 4150 W 81st St, Chicago, IL 60652 ",3.0,2.0,1024.0
425000.0," 1225 W Morse Ave APT 208, Chicago, IL 60626 ",3.0,2.0,1697.0
419000.0," 2131 N Clark St APT 3, Chicago, IL 60614 ",2.0,2.0,1200.0
660000.0," 1717 N Kimball Ave, Chicago, IL 60647 ",4.0,4.0,3868.0
219900.0," 3143 W 42nd Pl, Chicago, IL 60632 ",5.0,3.0,
1975000.0," 49 E Bellevue Pl, Chicago, IL 60611 ",3.0,4.0,3600.0
225000.0," 4855 W Lexington St, Chicago, IL 60644 ",4.0,3.0,1200.0
420000.0," 939 W Winona St #2E, Chicago, IL 60640 ",3.0,2.0,2100.0
217500.0," 565 W Quincy St UNIT 1211, Chicago, IL 60661 ",1.0,,
404999.0," 5619 S Nashville Ave, Chicago, IL 60638 ",4.0,2.0,2200.0
220000.0," 3930 N Pine Grove Ave APT 2415, Chicago, IL 60613 ",2.0,2.0,1075.0
519900.0," 260 E Chestnut St APT 2401, Chicago, IL 60611 ",3.0,2.0,1635.0
328900.0," 6233 W Berenice Ave, Chicago, IL 60634 ",4.0,3.0,1909.0
7999000.0," 1325 N Astor St #13, Chicago, IL 60610 ",6.0,6.0,7900.0
339000.0," 1620 S Michigan Ave UNIT 814, Chicago, IL 60616 ",2.0,2.0,1148.0
414900.0," 2621 W Chicago Ave APT 2, Chicago, IL 60622 ",3.0,2.0,
475000.0," 110 E Delaware Pl APT 1901, Chicago, IL 60611 ",3.0,4.0,2400.0
389900.0," 1427 N Bosworth Ave APT 2, Chicago, IL 60642 ",2.0,2.0,1250.0
319999.0," 1845 N California Ave #2, Chicago, IL 60647 ",3.0,2.0,1278.0
164990.0," 324 N Laramie Ave, Chicago, IL 60644 ",4.0,2.0,1200.0
375000.0," 3144 N Marmora Ave, Chicago, IL 60634 ",4.0,3.0,
199900.0," 1542 N Rockwell St #G, Chicago, IL 60622 ",2.0,1.0,900.0
249900.0," 2749 W Lake St, Chicago, IL 60612 ",3.0,2.0,1517.0
520000.0," 1803 S Peoria St, Chicago, IL 60608 ",4.0,3.0,1920.0
259000.0," 4117 S Albany Ave, Chicago, IL 60632 ",1.0,4.0,7.0
189000.0," 617 W Addison St #3, Chicago, IL 60657 ",2.0,2.0,1400.0
774000.0," 529 N Hermitage Ave #1N, Chicago, IL 60622 ",4.0,4.0,
829900.0," 10144 S Hoyne Ave, Chicago, IL 60643 ",4.0,4.0,3629.0
205050.0," 5334 S Kolin Ave, Chicago, IL 60632 ",3.0,1.0,1080.0
445000.0," 3652 N Damen Ave UNIT 2, Chicago, IL 60618 ",2.0,2.0,
430000.0," 3827 N Milwaukee Ave UNIT F, Chicago, IL 60641 ",3.0,3.0,2400.0
139900.0," 1 E Scott St APT 1912, Chicago, IL 60610 ",,,
324900.0," 6 N Michigan Ave UNIT 1010, Chicago, IL 60602 ",1.0,,
249000.0," 867 W Cornelia Ave #2, Chicago, IL 60657 ",2.0,1.0,800.0
649900.0," 1940 N Cleveland Ave APT 5, Chicago, IL 60614 ",2.0,2.0,1800.0
439900.0," 1448 N Western Ave APT 3A, Chicago, IL 60622 ",2.0,2.0,1300.0
174900.0," 8632 S University Ave, Chicago, IL 60619 ",4.0,2.0,1176.0
